Image,Refined Caption
dog.4051.jpg,a brown and white dog standing on the ground 
dog.4052.jpg,a small black dog standing in the grass 
dog.4053.jpg,a brown and white dog sitting on a couch 
dog.4054.jpg,a brown and white dog sitting on a couch 
dog.4055.jpg,a brown and black dog standing next to a person 
dog.4056.jpg,a dog that is standing in the floor 
dog.4057.jpg,two dogs laying on a blanket on a bed 
dog.4058.jpg,a brown and white dog laying on a couch 
dog.4059.jpg,a brown and white dog wearing a leash 
dog.4060.jpg,a woman petting a dog on a bed 
dog.4061.jpg,a black and white dog standing next to a person 
dog.4062.jpg,a dog playing with a frisbee in a yard 
dog.4063.jpg,a brown and white dog standing in the grass 
dog.4064.jpg,a brown and white dog sitting on the ground 
dog.4065.jpg,a black dog standing on top of a wooden deck 
dog.4066.jpg,a brown and white dog standing next to a wooden fence 
dog.4067.jpg,a small dog sitting on a person's lap 
dog.4068.jpg,a brown and white dog is looking at the camera 
dog.4069.jpg,a dog sitting on a person's lap 
dog.4070.jpg,a brown and white dog sitting on a bed 
dog.4071.jpg,a brown and white dog sitting next to a person 
dog.4072.jpg,a black and white dog standing next to a cage 
dog.4073.jpg,a brown and white dog standing next to a grassy field 
dog.4074.jpg,a black and white dog with a black collar 
dog.4075.jpg,a black and white dog standing next to a person 
dog.4076.jpg,a black dog sitting on a wooden bench 
dog.4077.jpg,a small dog wearing a red bow tie 
dog.4078.jpg,a brown dog sitting on a chair 
dog.4079.jpg,a dog sitting on a leash on a sidewalk 
dog.4080.jpg,a black and white dog laying in a blanket 
dog.4081.jpg,a brown and white dog sitting on a couch 
dog.4082.jpg,a large black dog standing next to a person 
dog.4083.jpg,a small black and white dog standing next to a person 
dog.4084.jpg,a black and white dog sitting on a leash 
dog.4085.jpg,a dog that is standing in the grass with a frisbee 
dog.4086.jpg,a black dog standing in a grassy field 
dog.4087.jpg,a brown dog standing in the grass with a frisbee 
dog.4088.jpg,a black dog standing on top of a grass covered field 
dog.4089.jpg,a brown and white dog with a white collar 
dog.4090.jpg,a small black dog standing on top of a table 
dog.4091.jpg,a brown and white dog laying on a couch 
dog.4092.jpg,a dog that is sitting in the grass 
dog.4093.jpg,a woman petting a brown and white dog 
dog.4094.jpg,a brown and white dog with a red collar 
dog.4095.jpg,a brown dog with a red collar 
dog.4096.jpg,a brown dog standing next to a metal fence 
dog.4097.jpg,a brown and white dog wearing a red bow tie 
dog.4098.jpg,a dog that is standing on a rug 
dog.4099.jpg,a brown and white dog is looking at the camera 
dog.4100.jpg,a black and brown dog sitting on the ground 
dog.4101.jpg,a black and white dog is looking at the camera 
dog.4102.jpg,a brown dog standing next to a brown and black dog 
dog.4103.jpg,a dog sitting on a chair with a leash 
dog.4104.jpg,a brown and white dog laying on the floor 
dog.4105.jpg,a black and white dog with a white collar 
dog.4106.jpg,a brown and white dog laying on a bed 
dog.4107.jpg,a brown and white dog standing next to a brown and white dog 
dog.4108.jpg,a dog laying on a blanket on a bed 
dog.4109.jpg,a brown and white dog standing next to a curb 
dog.4110.jpg,a black dog sitting on the ground next to a person 
dog.4111.jpg,a brown and white dog standing next to a brick wall 
dog.4112.jpg,a brown and white dog standing next to a fence 
dog.4113.jpg,a brown dog standing next to a chain link fence 
dog.4114.jpg,a brown and white dog is looking at the camera 
dog.4115.jpg,a dog that is laying down on the ground 
dog.4116.jpg,a white sheep standing next to a brick wall 
dog.4117.jpg,a black and white dog with a frisbee in its mouth 
dog.4118.jpg,a brown and white dog standing next to a wall 
dog.4119.jpg,a brown and white dog standing next to a person 
dog.4120.jpg,a black and white dog wearing a red collar 
dog.4121.jpg,a brown and white dog laying on top of a blanket 
dog.4122.jpg,a brown and white dog sitting in a metal cage 
dog.4123.jpg,a small brown and white dog wearing a red shirt 
dog.4124.jpg,a brown and white dog standing in the grass 
dog.4125.jpg,a brown and white dog sitting on a brown couch 
dog.4126.jpg,a brown and white dog wearing a red collar 
dog.4127.jpg,a black and white cow standing next to a fence 
dog.4128.jpg,a black and white dog laying on the floor 
dog.4129.jpg,a brown and black dog laying on a blanket 
dog.4130.jpg,a white dog laying on the ground next to a person 
dog.4131.jpg,a dog and a person sitting on the grass 
dog.4132.jpg,a brown and white dog wearing a blue collar 
dog.4133.jpg,a dog that is standing in the dirt 
dog.4134.jpg,a white dog standing on a metal fence 
dog.4135.jpg,a black dog standing next to a person 
dog.4136.jpg,a brown and white dog standing next to a table 
dog.4137.jpg,a black and white dog is standing in the grass 
dog.4138.jpg,a dog is laying down on a table 
dog.4139.jpg,a black dog standing in front of a rock wall 
dog.4140.jpg,a little girl laying in a bed with a dog 
dog.4141.jpg,a brown and white dog standing next to a person 
dog.4142.jpg,a dog standing in the middle of the floor 
dog.4143.jpg,two white dogs standing next to each other on a floor 
dog.4144.jpg,a brown dog laying on top of a wooden cage 
dog.4145.jpg,a brown and white dog standing on a sidewalk 
dog.4146.jpg,a large brown and white dog sitting on a table 
dog.4147.jpg,a white dog laying in the grass with a frisbee 
dog.4148.jpg,a brown and white dog standing next to a person 
dog.4149.jpg,a brown and black dog standing next to a fence 
dog.4150.jpg,a brown and white dog sitting in a room 
dog.4151.jpg,a black and white dog sitting on a person's lap 
dog.4152.jpg,a dog is standing in a fenced in area 
dog.4153.jpg,a brown and white dog standing on a sidewalk 
dog.4154.jpg,a brown and white dog playing with a toy 
dog.4155.jpg,a white dog standing on top of a grass covered field 
dog.4156.jpg,a small white dog sitting on a bed 
dog.4157.jpg,a large brown dog laying on a chair 
dog.4158.jpg,a black and white dog standing next to a person 
dog.4159(1).jpg,a brown and white dog standing in a hallway 
dog.4159.jpg,a brown and white dog standing in a hallway 
dog.4160.jpg,a white dog sitting on a counter with a woman 
dog.4161.jpg,a brown and white dog sitting on top of a counter 
dog.4162.jpg,a small black dog is sitting on a bed 
dog.4163.jpg,a dog standing next to a metal fence 
dog.4164.jpg,a small white dog sitting in the grass 
dog.4165(1).jpg,a white dog with a black collar 
dog.4165.jpg,a white dog with a black collar 
dog.4166.jpg,a brown and white dog standing next to a bush 
dog.4167.jpg,a black and white dog standing next to a wall 
dog.4168.jpg,a man standing next to a group of dogs 
dog.4169.jpg,a brown and white dog standing in front of a fence 
dog.4170.jpg,a brown dog standing next to a wall 
dog.4171(1).jpg,a black dog standing next to a door 
dog.4171.jpg,a black dog standing next to a door 
dog.4172.jpg,a small brown dog sitting on the ground 
dog.4173.jpg,a white dog sitting on top of a grass covered field 
dog.4174.jpg,a small dog standing next to a larger dog 
dog.4175.jpg,a black and white dog standing next to a person 
dog.4176.jpg,a brown and white dog sitting on a leash 
dog.4177.jpg,a brown dog laying on a blanket on a bed 
dog.4178.jpg,a small dog wearing a leash on the ground 
dog.4179.jpg,a brown dog sitting on the ground next to a fence 
dog.4180.jpg,a man and a woman sitting on a couch with a dog 
dog.4181.jpg,a brown and white dog standing next to a person 
dog.4182.jpg,a white dog laying on top of a wooden floor 
dog.4183.jpg,a black dog sitting on the floor next to a person 
dog.4184.jpg,a dog laying on a blanket with a teddy bear 
dog.4185.jpg,a brown and white dog sitting in front of a door 
dog.4186.jpg,a black and white dog laying on the ground 
dog.4187.jpg,a person holding a dog in their arms 
dog.4188.jpg,a black dog with a black collar standing in the grass 
dog.4189.jpg,a dog that is wearing a leash 
dog.4190.jpg,a brown and white dog laying on a carpet 
dog.4191.jpg,a brown and white dog standing next to a wall 
dog.4192.jpg,a black dog is standing in the grass 
dog.4193.jpg,a brown dog laying on the floor with a ball 
dog.4194.jpg,a small dog sitting on a blanket next to stuffed animals 
dog.4195.jpg,a black dog laying on the ground with a frisbee 
dog.4196.jpg,a dog that is laying down on the floor 
dog.4197.jpg,a dog that is standing in a cage 
dog.4198.jpg,a black and white dog standing on top of a rock 
dog.4199.jpg,a brown dog laying on a bed in a room 
dog.4200.jpg,a brown and black dog laying in the grass 
dog.4201.jpg,a small brown and white dog standing next to a pole 
dog.4202.jpg,a dog standing in the grass with a kite in its mouth 
dog.4203.jpg,a brown and white dog is looking at the camera 
dog.4204.jpg,a person holding a dog on a leash 
dog.4205(1).jpg,a brown and white dog standing next to a door 
dog.4205.jpg,a brown and white dog standing next to a door 
dog.4206.jpg,a black and white dog sitting on top of a grass covered field 
dog.4207.jpg,a dog standing next to a person on a snow covered ground 
dog.4208.jpg,a small white dog is sitting on a persons hand 
dog.4209.jpg,a dog standing on the side of the road 
dog.4210.jpg,a small brown dog laying on a person's lap 
dog.4211.jpg,a black and white dog standing next to a person 
dog.4212.jpg,a black dog standing in a grassy field 
dog.4213.jpg,a brown and white dog wearing a tie 
dog.4214.jpg,a brown and white dog laying on the grass 
dog.4215.jpg,a brown and white dog laying on the floor next to a blanket 
dog.4216.jpg,a brown and white dog sitting on top of a green field 
dog.4217.jpg,a brown and white dog sitting on the ground 
dog.4218.jpg,a black and white photo of a fighter jet 
dog.4219.jpg,a brown and white dog is sniffing a person 
dog.4220.jpg,a black dog standing in a room with a person 
dog.4221.jpg,a brown and white dog wearing a red shirt 
dog.4222.jpg,a small dog sitting on a couch next to a stuffed animal 
dog.4223.jpg,a man is sitting on the floor with a dog 
dog.4224.jpg,a brown and white dog sitting on top of a rug 
dog.4225.jpg,a brown and white dog wearing a red collar 
dog.4226.jpg,a brown and white dog sitting on a sidewalk 
dog.4227.jpg,a brown dog standing on top of a wooden fence 
dog.4228.jpg,a brown and white dog standing in a cage 
dog.4229.jpg,a dog sitting on a chair in a room 
dog.4230.jpg,a brown and white dog wearing a collar 
dog.4231.jpg,a brown and white dog wearing a blue and white bow tie 
dog.4232.jpg,a brown and white dog standing next to a person 
dog.4233.jpg,a brown and white dog sitting on a man's lap 
dog.4234.jpg,a black and white dog laying on a couch 
dog.4235.jpg,a brown and white dog sitting next to a woman 
dog.4236.jpg,a brown and white dog standing on a log 
dog.4237.jpg,a man sitting on a couch with a dog 
dog.4238.jpg,a woman holding a brown dog in her arms 
dog.4239.jpg,a brown and white dog laying down on the ground 
dog.4240.jpg,a brown and white dog sitting next to a person 
dog.4241.jpg,a brown and white dog wearing a blue hat 
dog.4242.jpg,a man holding a white dog on a leash 
dog.4243.jpg,a large brown dog with a stick in its mouth 
dog.4244.jpg,a brown and white dog chewing on a toothbrush 
dog.4245.jpg,a brown and black dog with a black collar 
dog.4246.jpg,a dog laying on the floor next to another dog 
dog.4247.jpg,a white dog laying on the floor next to a wall 
dog.4248.jpg,a dog standing on top of a wooden log 
dog.4249.jpg,a black and white dog standing next to a person 
dog.4250.jpg,a brown and white dog sitting on a rug 
dog.4251.jpg,a brown and white dog laying on a blanket 
dog.4252.jpg,a white dog is standing in the grass 
dog.4253.jpg,a woman holding a brown and black dog 
dog.4254.jpg,a small dog standing next to a wooden floor 
dog.4255.jpg,a black dog is sitting on a wooden floor 
dog.4256.jpg,a dog is sniffing a person's hand 
dog.4257.jpg,a brown dog standing on a sidewalk near a fence 
dog.4258.jpg,a small white dog standing in a grassy field 
dog.4259.jpg,a dog playing with a frisbee in a yard 
dog.4260.jpg,a brown and white dog sitting on top of a leash 
dog.4261.jpg,a small brown dog sitting on the ground 
dog.4262.jpg,a brown dog sitting on the floor next to a wooden floor 
dog.4263.jpg,a black dog standing next to a door 
dog.4264.jpg,a man and a woman are holding a dog 
dog.4265.jpg,a brown and white dog standing on a sidewalk 
dog.4266.jpg,a brown dog standing on top of a grass covered field 
dog.4267.jpg,a brown and white dog standing in front of a fence 
dog.4268.jpg,a black dog with a black bow tie on 
dog.4269.jpg,a small black dog laying on a blanket 
dog.4270.jpg,a brown and white dog standing next to a person 
dog.4271.jpg,a brown and white dog sitting in a pile of hay 
dog.4272.jpg,a person holding a dog with a leash 
dog.4273.jpg,a white dog laying on the ground next to a wooden floor 
dog.4274.jpg,a dog that is sitting in the grass 
dog.4275.jpg,a black and white dog laying on top of a bed 
dog.4276.jpg,a brown dog sitting on the floor next to a wall 
dog.4277.jpg,a brown and white dog standing next to a person 
dog.4278.jpg,a dog holding a frisbee in its mouth 
dog.4279.jpg,a dog standing next to a brown and black dog 
dog.4280.jpg,a black dog is standing on a rug 
dog.4281.jpg,a brown and white dog standing next to a wire fence 
dog.4282.jpg,a black dog laying down on the ground 
dog.4283.jpg,a brown and black dog sitting in a room 
dog.4284.jpg,a dog that is laying down on a wooden surface 
dog.4285.jpg,a black dog sitting next to a person 
dog.4286.jpg,a brown and white dog with a frisbee in its mouth 
dog.4287.jpg,a white dog standing next to a woman in a bathroom 
dog.4288.jpg,a brown and white dog standing next to a person 
dog.4289.jpg,a woman holding a brown and white dog 
dog.4290.jpg,a dog laying on the floor in a room 
dog.4291.jpg,a black and white dog is looking at the camera 
dog.4292.jpg,a dog that is standing in the dirt 
dog.4293.jpg,a brown and white dog standing next to a doorway 
dog.4294.jpg,a white dog with a black and white collar 
dog.4295.jpg,a person with a dog on a leash 
dog.4296.jpg,a black and white dog wearing a leash 
dog.4297.jpg,a brown and white dog laying on top of a bed 
dog.4298.jpg,a brown and white dog sitting on the ground 
dog.4299.jpg,a black dog with a red collar sitting on a bed 
dog.4300.jpg,a black and white dog standing next to a white wall 
dog.4301.jpg,a white dog standing in a yard next to a fence 
dog.4302.jpg,a brown and white dog laying on the ground 
dog.4303.jpg,a person holding a dog in their hand 
dog.4304.jpg,a black and brown dog sitting on a porch 
dog.4305.jpg,a large brown dog sitting in a room 
dog.4306.jpg,a small dog in a cage in a room 
dog.4307.jpg,a brown and white dog standing in the grass 
dog.4308.jpg,a large brown and white dog laying on a carpet 
dog.4309.jpg,a man sitting on a bench with a small dog 
dog.4310.jpg,a dog laying on a couch next to a man 
dog.4311.jpg,a brown and white dog standing next to a wall 
dog.4312.jpg,a brown and white dog standing on a wooden fence 
dog.4313.jpg,a man petting a black and white dog 
dog.4314.jpg,a brown and white dog laying on a bed 
dog.4315.jpg,a black and white dog is laying down 
dog.4316.jpg,a dog standing next to a metal fence 
dog.4317.jpg,a brown dog standing next to a wire fence 
dog.4318.jpg,a small brown dog laying on a red blanket 
dog.4319.jpg,a small dog is sniffing a person's hand 
dog.4320.jpg,a large group of dogs laying on the ground 
dog.4321.jpg,a brown dog sitting on the floor next to a suitcase 
dog.4322.jpg,a brown and white dog laying on a rug 
dog.4323.jpg,a brown and white dog sitting on a patio 
dog.4324.jpg,a dog laying on a couch with its mouth open 
dog.4325.jpg,a black dog running through a grassy field 
dog.4326.jpg,a brown and white dog wearing a blue collar 
dog.4327.jpg,a black and white dog sitting on a couch 
dog.4328.jpg,a brown and white dog standing on a leash 
dog.4329.jpg,a small dog is sitting on a couch 
dog.4330.jpg,a dog that is standing on a leash 
dog.4331.jpg,a brown and white dog standing next to a person 
dog.4332.jpg,a brown dog standing next to a group of dogs 
dog.4333.jpg,a small white dog wearing a blue shirt 
dog.4334.jpg,a man sitting on a couch with a cat 
dog.4335.jpg,a young boy holding a brown dog in his arms 
dog.4336.jpg,a dog laying on the grass looking at the camera 
dog.4337.jpg,a brown and white dog laying in the grass 
dog.4338.jpg,a brown and white dog sitting on a wooden walkway 
dog.4339.jpg,a brown and white dog sitting on a person's lap 
dog.4340.jpg,a large brown dog standing on a hard wood floor 
dog.4341.jpg,a brown and white dog sitting in the grass 
dog.4342.jpg,a small brown dog laying on a person's lap 
dog.4343.jpg,a brown dog laying on a wooden bench 
dog.4344.jpg,a brown dog sitting on a blue blanket 
dog.4345.jpg,a brown and white dog laying on top of a wooden table 
dog.4346.jpg,a brown and white dog with a blue collar 
dog.4347.jpg,a small white dog laying on the ground 
dog.4348.jpg,a brown and white dog standing next to a person 
dog.4349.jpg,a brown dog sitting on a wooden floor 
dog.4350.jpg,a woman holding a small dog in her arms 
dog.4351.jpg,a black dog wearing a black collar 
dog.4352.jpg,a brown and white dog laying on the grass 
dog.4353.jpg,a dog laying on the grass next to a toy 
dog.4354.jpg,a brown dog sitting on the hood of a car 
dog.4355.jpg,a dog chewing on a toy on the bed 
dog.4356.jpg,a dog that is laying down on a bed 
dog.4357.jpg,a small dog sitting on top of a sofa 
dog.4358.jpg,a black and white dog sitting on the floor 
dog.4359.jpg,a dog chasing a frisbee through a fence 
dog.4360.jpg,a black dog laying on the floor with its mouth open 
dog.4361.jpg,a large white dog standing in the grass 
dog.4362.jpg,a brown and white dog standing next to a person 
dog.4363.jpg,a brown and white dog sitting in a cage 
dog.4364.jpg,a brown and white dog sitting in front of a person 
dog.4365.jpg,a brown and white dog sitting in a room 
dog.4366.jpg,a black dog laying on a persons hand 
dog.4367.jpg,"a sign that reads, ""don't drink, don't eat."" "
dog.4368.jpg,a black dog with a red ball in its mouth 
dog.4369.jpg,a small brown dog standing next to a pink toy 
dog.4370.jpg,a small white dog wearing a pink shirt 
dog.4371.jpg,a large brown dog standing next to a fence 
dog.4372.jpg,a dog wearing a leash standing on a wooden fence 
dog.4373(1).jpg,a brown and white dog laying next to a person 
dog.4373.jpg,a brown and white dog laying next to a person 
dog.4374.jpg,a black dog with a black collar standing on a tile floor 
dog.4375.jpg,a dog that is standing in a cage 
dog.4376.jpg,a brown and white dog standing on a tile floor 
dog.4377.jpg,a brown and white dog is sitting on a couch 
dog.4378.jpg,a man is holding a dog in his arms 
dog.4379.jpg,a black dog standing behind a chain link fence 
dog.4380.jpg,a dog laying on a blanket next to a stuffed animal 
dog.4381.jpg,a large brown dog standing in the grass 
dog.4382.jpg,a large black dog with a red collar 
dog.4383.jpg,a small brown dog sitting on the ground 
dog.4384.jpg,a dog is holding a frisbee in its mouth 
dog.4385.jpg,a brown and white dog standing in a grassy field 
dog.4386.jpg,a dog that is laying down on a table 
dog.4387.jpg,a dog is sitting on a chair with its tongue out 
dog.4388.jpg,a black and white photo of a black and white dog 
dog.4389.jpg,a brown and black dog standing next to a fence 
dog.4390.jpg,a brown and black dog wearing a blue collar 
dog.4391.jpg,a white dog standing next to a person 
dog.4392.jpg,a black and white dog looking at the camera 
dog.4393.jpg,two black and white dogs standing next to each other 
dog.4394.jpg,a dog laying down on a blanket on a bed 
dog.4395.jpg,a black and white dog standing in a fence 
dog.4396.jpg,a small brown dog standing on a sidewalk 
dog.4397.jpg,a dog that is standing in the grass 
dog.4398.jpg,a dog in a cage with a flower in it 
dog.4399.jpg,a dog and a cat are playing together 
dog.4400.jpg,a small brown and white dog standing on a carpet 
dog.4401.jpg,a black dog wearing a blue collar 
dog.4402.jpg,a small brown dog sitting in a flower pot 
dog.4403.jpg,a brown and white dog standing in a fence 
dog.4404.jpg,a brown and white dog sniffing a person's hand 
dog.4405.jpg,a brown and white dog sitting next to a fence 
dog.4406.jpg,a brown dog chewing on a green leaf 
dog.4407.jpg,a dog that is looking at something on the table 
dog.4408.jpg,a brown and white dog standing next to a wall 
dog.4409.jpg,a brown and white dog standing by a fence 
dog.4410.jpg,a brown and white dog laying on the grass 
dog.4411.jpg,a large brown dog standing on top of a dirt ground 
dog.4412.jpg,a brown dog laying on the grass next to a person 
dog.4413.jpg,a brown dog standing in a field with a frisbee 
dog.4414.jpg,a small brown dog with a red collar 
dog.4415.jpg,a black dog laying down in the grass 
dog.4416.jpg,a dog that is laying down on the ground 
dog.4417.jpg,a black and white dog laying down next to a person 
dog.4418.jpg,a brown and white dog sitting on the floor 
dog.4419.jpg,a brown and white dog sitting on a carpet 
dog.4420.jpg,a brown dog standing on a sidewalk next to a bench 
dog.4421.jpg,a dog chewing on a carrot on the floor 
dog.4422.jpg,a black and white dog sitting on a leash 
dog.4423.jpg,a black and white dog standing next to a door 
dog.4424.jpg,a large brown dog standing on top of a dirt road 
dog.4425.jpg,a dog that is standing in the grass 
dog.4426.jpg,a brown dog sitting on top of a dirt ground 
dog.4427.jpg,a brown and white dog standing next to a white background 
dog.4428.jpg,a black and brown dog with a red collar 
dog.4429(1).jpg,a white dog standing next to a fence 
dog.4429.jpg,a white dog standing next to a fence 
dog.4430.jpg,a large brown dog standing next to a door 
dog.4431.jpg,a brown and white dog laying on top of a blanket 
dog.4432.jpg,a black and white dog wearing a pink shirt 
dog.4433.jpg,a black and white dog laying in the grass 
dog.4434.jpg,a large brown dog standing in a room 
dog.4435.jpg,a large white dog sitting on top of a white refrigerator 
dog.4436.jpg,a dog that is laying down on a bed 
dog.4437.jpg,a black and white dog laying down on the grass 
dog.4438.jpg,a black and white dog sitting on top of a person 
dog.4439.jpg,a brown and white dog standing next to a person 
dog.4440.jpg,a person holding a black dog in their hands 
dog.4441.jpg,a dog that is laying down in a box 
dog.4442.jpg,a small dog sitting on a blanket in a room 
dog.4443.jpg,a black and white dog is standing in the grass 
dog.4444.jpg,a brown and white dog sitting on the floor 
dog.4445.jpg,a brown and white dog standing in a field 
dog.4446.jpg,a small brown dog sitting on a wooden table 
dog.4447.jpg,a black and brown dog laying next to a fence 
dog.4448.jpg,a black and white dog standing next to a counter 
dog.4449.jpg,a dog that is standing in the grass 
dog.4450.jpg,a brown and white dog sitting on a wooden floor 
dog.4451.jpg,a brown and white dog standing next to a green fence 
dog.4452.jpg,a brown and white dog standing next to a person 
dog.4453.jpg,a brown and white dog standing next to a person 
dog.4454.jpg,a black and brown dog laying on a bed 
dog.4455.jpg,a small white dog wearing a white collar 
dog.4456.jpg,three black dogs laying on a rug in a room 
dog.4457.jpg,two dogs sitting next to each other on a metal fence 
dog.4458.jpg,a brown and white dog sitting on the ground 
dog.4459.jpg,a small dog sitting on the ground 
dog.4460.jpg,a brown dog sitting in a car seat 
dog.4461.jpg,a brown and white dog with a toy in its mouth 
dog.4462.jpg,a brown and white dog standing next to a person 
dog.4463.jpg,a small black dog is sniffing a persons hand 
dog.4464.jpg,a white dog standing next to a person 
dog.4465.jpg,a brown and white dog is sitting on the floor 
dog.4466.jpg,a brown and white dog sitting on a man's lap 
dog.4467.jpg,a brown and white dog sitting on the floor with a toy 
dog.4468.jpg,a man holding a dog in his arms 
dog.4469.jpg,a dog with a ball in its mouth 
dog.4470.jpg,a brown dog laying on top of a tree 
dog.4471.jpg,a brown and white dog standing on a carpet 
dog.4472.jpg,a dog that is standing in the fence 
dog.4473.jpg,a brown and white dog laying next to a person 
dog.4474.jpg,a small black dog sitting on a white bed 
dog.4475.jpg,a dog sitting on a bed looking out the window 
dog.4476.jpg,a person holding a black dog in their arms 
dog.4477.jpg,a brown and white dog sitting next to a person 
dog.4478.jpg,a brown dog sitting on the ground next to a door 
dog.4479.jpg,a man and a dog standing next to each other 
dog.4480.jpg,a brown and white dog standing on a grassy area 
dog.4481.jpg,a brown and white dog sitting on a porch 
dog.4482.jpg,a black dog sitting on a porch looking at the camera 
dog.4483.jpg,a brown and white dog laying on a person's lap 
dog.4484.jpg,a brown and white dog wearing a collar 
dog.4485.jpg,a white dog sitting on the ground next to a parking meter 
dog.4486.jpg,a person holding a brown dog in their arms 
dog.4487.jpg,a young boy sitting next to a brown dog 
dog.4488.jpg,a black and white dog sitting on a concrete floor 
dog.4489.jpg,a brown and white dog standing next to a wall 
dog.4490.jpg,a person holding a small dog in their hand 
dog.4491.jpg,a brown dog sitting on a red rug 
dog.4492.jpg,a brown and white dog standing on a sidewalk 
dog.4493.jpg,a brown and black dog standing next to a fence 
dog.4494.jpg,a dog that is laying down on the floor 
dog.4495.jpg,a dog that is laying down on a bed 
dog.4496.jpg,a person holding a dog in their hand 
dog.4497.jpg,a brown dog wearing a blue shirt and a blue scarf 
dog.4498.jpg,a brown and white dog laying down on the ground 
dog.4499.jpg,a dog that is laying down on a table 
dog.4500.jpg,a dog laying on a couch next to a dog 
dog.4501.jpg,a dog is standing next to a woman 
dog.4502.jpg,a small white dog sitting on a persons lap 
dog.4503.jpg,a dog laying on the ground next to a man 
dog.4504.jpg,a dog that is standing in the grass 
dog.4505.jpg,a brown and white dog with a red collar 
dog.4506.jpg,a black dog standing next to a black dog in a cage 
dog.4507.jpg,a painting of a dog and a cat on a wall 
dog.4508.jpg,a black dog standing on a wooden floor 
dog.4509.jpg,a black and white dog with a white collar 
dog.4510.jpg,a brown and white dog laying on a blanket 
dog.4511.jpg,a brown and black dog standing on a sidewalk 
dog.4512.jpg,a brown and white dog sitting on the floor 
dog.4513.jpg,a person sitting on a couch with a brown dog 
dog.4514.jpg,a large white dog laying on the ground next to a tire 
dog.4515.jpg,a black and white dog laying on the ground 
dog.4516.jpg,a small brown dog standing on a leash 
dog.4517.jpg,a black dog is standing on a sidewalk 
dog.4518.jpg,a white and brown dog standing on a dirt road 
dog.4519.jpg,a person holding a dog on a leash 
dog.4520.jpg,a small brown and white dog wearing a collar 
dog.4521.jpg,a person holding a black dog in a kitchen 
dog.4522.jpg,a black and white dog wearing a hat 
dog.4523.jpg,a brown and white dog standing in front of a door 
dog.4524.jpg,a brown dog standing in a grassy area 
dog.4525.jpg,a person petting a dog on a leash 
dog.4526.jpg,a small dog with a frisbee in its mouth 
dog.4527.jpg,a small white dog sitting on a pillow 
dog.4528.jpg,a small white dog wearing a white bow tie 
dog.4529.jpg,a person sitting in a car with a dog 
dog.4530.jpg,a brown and white dog sitting on a wooden table 
dog.4531.jpg,a brown and white dog laying on a bed 
dog.4532.jpg,a large brown dog laying on the ground 
dog.4533.jpg,a brown dog standing on top of a floor 
dog.4534.jpg,a black and white dog is looking at the camera 
dog.4535.jpg,a black and white dog sitting on top of a couch 
